@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE location NUMERIC

@DATA
61606777,5429548,2,20131017,45
19513229,5429548,4,20131015,45
180497,7900619,4,20151117,45
70099074,7900619,5,20151030,45
49913469,7900619,3,20151028,45
17534632,7900619,3,20151026,45
66507763,7900619,4,20151020,45
646104,7900619,5,20151016,45
60668533,7900619,4,20151016,45
48696480,7900619,3,20151001,45
38057506,7900619,5,20150930,45
74667840,7900619,4,20150925,45
85737125,7900619,3,20150921,45
52565054,7900619,5,20150917,45
19203253,7900619,5,20150910,45
69938340,7900619,4,20150910,45
34776074,7900619,5,20150910,45
93201491,882154,3,20170908,45
32220572,882154,4,20170916,45
93814475,882154,3,20170904,45
47918577,882154,3,20170818,45
75780321,882154,3,20170621,45
69873476,882154,4,20170301,45
38366609,882154,3,20170130,45
82774539,882154,4,20161109,45
19702329,882154,3,20160815,45
65324505,882154,4,20160807,45
50874310,882154,3,20160729,45
53271190,882154,1,20160728,45
93044542,882154,5,20160616,45
93102250,882154,3,20160517,45
82478566,882154,3,20160504,45
113215,5429548,4,20170510,45
58113986,5429548,4,20161103,45
19199774,5429548,4,20170703,45
717952,5429548,4,20170421,45
50572648,5429548,4,20170207,45
33824188,5429548,5,20170104,45
92341786,5429548,3,20161217,45
30423168,5429548,5,20160920,45
17611824,5429548,3,20160216,45
17336604,5429548,5,20150916,45
79983930,5429548,5,20150913,45
587403,5429548,5,20140816,45
17371764,5429548,4,20140614,45
41039044,5429548,5,20140612,45
19205406,5429548,4,20140522,45
91659947,7900619,3,20160101,45
57197974,7900619,4,20151118,45
51719256,7900619,5,20150630,45
93027865,7900619,1,20151230,45
92905541,7900619,3,20151218,45
899293,7900619,5,20151218,45
63128166,7900619,5,20151215,45
819105,7900619,3,20151215,45
10223480,7900619,3,20151215,45
17473712,7900619,3,20151212,45
91610079,7900619,3,20151209,45
51638113,7900619,4,20151206,45
46935126,7900619,5,20151204,45
59293123,7900619,4,20151203,45
34791560,7900619,2,20151120,45
50572648,5438625,5,20170207,45
347646,5438625,4,20160619,45
46924640,5438625,4,20160506,45
92724225,5438625,3,20151205,45
37950446,5438625,2,20151023,45
17179679,5438625,4,20151012,45
83644659,5439268,3,20131201,18
30165155,5439268,4,20131129,18
549940,5439268,5,20131125,18
19313695,5439268,4,20131120,18
66885918,5439268,5,20131114,18
51811822,5439268,4,20131108,18
77394413,5439268,4,20131103,18
19887561,5439268,4,20131022,18
263128,19235,4,20120220,43
184801,19235,5,20110815,43
138222,19235,5,20110506,43
61186573,5439268,3,20140822,43
430511,5439268,4,20140822,43
19043671,5439268,3,20140822,43
33164956,5439268,5,20140822,43
77877568,5439268,4,20140822,43
17450462,5439268,1,20140821,43
50473920,5439268,3,20140805,43
17489153,5439268,5,20140616,43
39369818,5439268,5,20140510,43
73750140,5439268,5,20140504,43
82478566,5439268,2,20140421,43
19553083,5439268,5,20140312,43
4132787,5439268,3,20140219,43
77607750,5439268,5,20140213,43
44284508,5439268,5,20131205,43
17117666,19235,5,20140626,43
54581667,19235,4,20140623,43
33321359,19235,3,20140620,43
17734056,19235,4,20140616,43
43469532,19235,3,20140611,43
855165,19235,5,20140521,43
17700340,19235,5,20140511,43
62081102,19235,5,20140429,43
17487179,19235,2,20131222,43
5396404,19235,3,20131215,43
51360296,19235,1,20131211,43
5011619,19235,4,20131203,43
5104825,19235,4,20130507,43
5018311,19235,3,20130507,43
5235991,19235,4,20130506,43
74267586,7900619,4,20170114,43
88415220,7900619,4,20170911,43
93953659,7900619,5,20161215,43
93793362,7900619,4,20161206,43
91672464,7900619,3,20161123,43
87705614,7900619,5,20161107,43
19398796,7900619,4,20160818,43
75300853,7900619,4,20160803,43
93044542,7900619,5,20160616,43
68706316,7900619,5,20160504,43
82223415,7900619,5,20160420,43
45031855,7900619,3,20160413,43
92608181,7900619,3,20160410,43
