@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE season NUMERIC
@ATTRIBUTE commentCount NUMERIC
@ATTRIBUTE greatComment NUMERIC
@ATTRIBUTE goodComment NUMERIC
@ATTRIBUTE badComment NUMERIC

@DATA
75892404,7900619,5,20140406111355,04,152,113,32,7
64478730,7900619,3,20140328141740,03,152,113,32,7
51320133,7900619,4,20140324193628,03,152,113,32,7
66807807,7900619,5,20140318153603,03,152,113,32,7
176386,7900619,5,20140316110952,03,152,113,32,7
17217882,7900619,5,20140225194046,02,152,113,32,7
1087033,9033765,4,20160824105853,08,24,14,3,8
68397948,9033765,3,20160817180855,08,24,14,3,8
10569898,9033765,1,20160730171906,07,24,14,3,8
33122061,9033765,5,20160701113959,07,24,14,3,8
55066214,9033765,3,20160610135717,06,24,14,3,8
35996631,9033765,5,20160512162414,05,24,14,3,8
5131876,9033765,5,20160413205020,04,24,14,3,8
49232376,9033765,5,20160407220547,04,24,14,3,8
48242209,9033765,4,20160319151107,03,24,14,3,8
39942441,882154,5,20141224104540,12,88,48,32,7
2131530,882154,5,20141209104946,12,88,48,32,7
42768183,882154,3,20141105103611,11,88,48,32,7
19302912,882154,4,20140926171702,09,88,48,32,7
51990330,882154,4,20140926113738,09,88,48,32,7
158081,882154,3,20140920112025,09,88,48,32,7
59904862,882154,5,20140917113858,09,88,48,32,7
5384605,882154,4,20140908011531,09,88,48,32,7
71196672,882154,3,20140902133416,09,88,48,32,7
17229738,882154,3,20140828090645,08,88,48,32,7
17245887,882154,3,20140815144326,08,88,48,32,7
86718933,882154,1,20140808163541,08,88,48,32,7
17374199,882154,5,20140728101653,07,88,48,32,7
10240389,882154,3,20140726095916,07,88,48,32,7
17658201,882154,5,20140717165621,07,88,48,32,7
67535465,7900619,3,20140901155957,09,152,113,32,7
52576710,7900619,4,20140822193142,08,152,113,32,7
36281389,7900619,4,20140822102621,08,152,113,32,7
587403,7900619,3,20140818101914,08,152,113,32,7
17297059,7900619,5,20140812112117,08,152,113,32,7
90029721,7900619,5,20140804151120,08,152,113,32,7
83683458,7900619,5,20140731104336,07,152,113,32,7
939227,7900619,4,20140727205941,07,152,113,32,7
52666344,7900619,5,20140725125558,07,152,113,32,7
37076884,7900619,5,20140707154836,07,152,113,32,7
43069673,7900619,5,20140628210440,06,152,113,32,7
739287,7900619,2,20140625002407,06,152,113,32,7
48089716,7900619,4,20140616125410,06,152,113,32,7
19083211,7900619,3,20140609105341,06,152,113,32,7
35790884,7900619,4,20140527142321,05,152,113,32,7
927538,882154,3,20150809204118,08,88,48,32,7
49623999,882154,3,20150805001412,08,88,48,32,7
54483776,882154,3,20150729095415,07,88,48,32,7
36759789,882154,5,20150616101655,06,88,48,32,7
17224276,882154,4,20150609015707,06,88,48,32,7
90115323,882154,5,20150505235310,05,88,48,32,7
1385476500,882154,5,20150420202851,04,88,48,32,7
89815846,882154,3,20150406223850,04,88,48,32,7
58813115,882154,3,20150404155134,04,88,48,32,7
59356254,882154,4,20150310154803,03,88,48,32,7
710037,882154,5,20150302090657,03,88,48,32,7
31984744,882154,3,20150224091647,02,88,48,32,7
42106862,882154,4,20150206131718,02,88,48,32,7
553001,882154,4,20150114104225,01,88,48,32,7
364868,882154,3,20150106213521,01,88,48,32,7
85346623,9033765,1,20170805230459,08,24,14,3,8
63945255,9033765,1,20170804114525,08,24,14,3,8
46134329,9033765,1,20170616050455,06,24,14,3,8
5260697,9033765,4,20170302164648,03,24,14,3,8
5517678,9033765,5,20170901100558,09,24,14,3,8
85554465,9033765,4,20170813195122,08,24,14,3,8
5148322,9033765,1,20170805185529,08,24,14,3,8
5606415,9033765,5,20170731195458,07,24,14,3,8
88653982,9033765,1,20170629095339,06,24,14,3,8
75427849,9033765,4,20170125153226,01,24,14,3,8
37730719,9033765,1,20170115173628,01,24,14,3,8
33410508,9033765,5,20161223180856,12,24,14,3,8
63221833,9033765,1,20161007120925,10,24,14,3,8
64665009,9033765,5,20160911130508,09,24,14,3,8
93126362,9033765,3,20160828184826,08,24,14,3,8
17089746,5438654,5,20140304213518,03,16,15,1,0
30090484,7925427,3,20160427234146,04,8,1,7,1
40884383,7925427,3,20150929110033,09,8,1,7,1
68226330,7925427,3,20150921140658,09,8,1,7,1
62632430,7925427,3,20150822010558,08,8,1,7,1
48262917,7925427,3,20150810163628,08,8,1,7,1
75063435,7925427,3,20150507212929,05,8,1,7,1
57816645,7925427,5,20140831073145,08,8,1,7,1
19338802,7925427,3,20140822133100,08,8,1,7,1
87269511,7900619,4,20150525202428,05,152,113,32,7
86921328,7900619,3,20150316123349,03,152,113,32,7
35758270,7900619,5,20150210230552,02,152,113,32,7
83084459,7900619,4,20150206085856,02,152,113,32,7
43974402,7900619,5,20150119103349,01,152,113,32,7
66944167,7900619,5,20150118150311,01,152,113,32,7
50257914,7900619,4,20141229110439,12,152,113,32,7
89513539,7900619,5,20141224104349,12,152,113,32,7
82680859,7900619,5,20141201135918,12,152,113,32,7
82034884,7900619,5,20141130195423,11,152,113,32,7
60398453,7900619,5,20141125131501,11,152,113,32,7
65035792,7900619,5,20141109152208,11,152,113,32,7
36663779,7900619,4,20141031000150,10,152,113,32,7
71722033,7900619,5,20141024200954,10,152,113,32,7
39164466,7900619,4,20140925122052,09,152,113,32,7
66716514,882154,2,20151105213613,11,88,48,32,7
66441144,882154,3,20151028112608,10,88,48,32,7
91461705,882154,5,20151022210005,10,88,48,32,7
17459344,882154,5,20151016163420,10,88,48,32,7
72261354,882154,5,20151015115402,10,88,48,32,7
59682099,882154,4,20150929173004,09,88,48,32,7
17460966,882154,4,20150922130309,09,88,48,32,7
57727670,882154,4,20150913095410,09,88,48,32,7
64005679,882154,3,20150829185656,08,88,48,32,7
5556565,882154,5,20150827142426,08,88,48,32,7
39845602,882154,3,20150826102336,08,88,48,32,7
55202325,882154,5,20150822102250,08,88,48,32,7
84365595,882154,5,20150821085815,08,88,48,32,7
43992553,882154,3,20150817221507,08,88,48,32,7
74308733,882154,5,20150812185855,08,88,48,32,7
64557049,7900619,4,20150906090657,09,152,113,32,7
32027439,7900619,3,20150902222937,09,152,113,32,7
90475469,7900619,4,20150828102211,08,152,113,32,7
70185211,7900619,5,20150826075142,08,152,113,32,7
78539843,7900619,4,20150819101952,08,152,113,32,7
58181166,7900619,3,20150813113039,08,152,113,32,7
13002777,7900619,4,20150811125312,08,152,113,32,7
5128290,7900619,5,20150809180311,08,152,113,32,7
87842863,7900619,3,20150808141203,08,152,113,32,7
44964196,7900619,4,20150725081126,07,152,113,32,7
48422064,7900619,4,20150713150858,07,152,113,32,7
71983294,7900619,4,20150711103938,07,152,113,32,7
5148411,7900619,4,20150617132434,06,152,113,32,7
532842,7900619,5,20150612125219,06,152,113,32,7
39377816,7900619,3,20150605141751,06,152,113,32,7
94059532,5438654,5,20170615233141,06,16,15,1,0
89811568,5438654,4,20160907101139,09,16,15,1,0
70833090,5438654,5,20160522113454,05,16,15,1,0
92056148,5438654,5,20160411102011,04,16,15,1,0
266064,5438654,3,20160304080917,03,16,15,1,0
646104,5438654,4,20151217110743,12,16,15,1,0
73910484,5438654,5,20150819112336,08,16,15,1,0
50891966,5438654,4,20150604080425,06,16,15,1,0
89327496,5438654,4,20150528151351,05,16,15,1,0
19055882,5438654,4,20140903132728,09,16,15,1,0
277422,5438654,4,20140614150733,06,16,15,1,0
41039044,5438654,5,20140612230136,06,16,15,1,0
16005983,5438654,5,20140507113036,05,16,15,1,0
42194661,5438654,5,20140502235951,05,16,15,1,0
44346443,5438654,5,20140410101438,04,16,15,1,0
60108329,882154,1,20160503145556,05,88,48,32,7
92998014,882154,2,20160427103422,04,88,48,32,7
247109,882154,5,20160421103645,04,88,48,32,7
31742939,882154,5,20160420144722,04,88,48,32,7
82451346,882154,4,20160414211600,04,88,48,32,7
70992406,882154,5,20160404141416,04,88,48,32,7
266064,882154,3,20160322140920,03,88,48,32,7
50891966,882154,4,20160319181350,03,88,48,32,7
70035012,882154,4,20160310111832,03,88,48,32,7
92934694,882154,4,20160310093652,03,88,48,32,7
68938784,882154,3,20160217231325,02,88,48,32,7
17236981,882154,4,20160216151229,02,88,48,32,7
51719256,882154,5,20150630105855,06,88,48,32,7
41011267,882154,5,20151219224749,12,88,48,32,7
59758796,882154,3,20151127000825,11,88,48,32,7
19184685,5429548,5,20140518105741,05,26,20,4,2
16005983,5429548,5,20140507113026,05,26,20,4,2
39162470,5429548,4,20131204133719,12,26,20,4,2
61596267,5429548,3,20131201234004,12,26,20,4,2
39898072,5429548,2,20131129145039,11,26,20,4,2
30740216,5429548,4,20131128233500,11,26,20,4,2
17483146,5429548,5,20131112150543,11,26,20,4,2
79740933,5429548,4,20131019153041,10,26,20,4,2
19673110,5429548,3,20131018221658,10,26,20,4,2
61606777,5429548,2,20131017155646,10,26,20,4,2
19513229,5429548,4,20131015213654,10,26,20,4,2
180497,7900619,4,20151117095820,11,152,113,32,7
70099074,7900619,5,20151030073807,10,152,113,32,7
49913469,7900619,3,20151028160314,10,152,113,32,7
17534632,7900619,3,20151026171137,10,152,113,32,7
66507763,7900619,4,20151020172825,10,152,113,32,7
646104,7900619,5,20151016202006,10,152,113,32,7
60668533,7900619,4,20151016192309,10,152,113,32,7
48696480,7900619,3,20151001123242,10,152,113,32,7
38057506,7900619,5,20150930124324,09,152,113,32,7
74667840,7900619,4,20150925150104,09,152,113,32,7
85737125,7900619,3,20150921162704,09,152,113,32,7
52565054,7900619,5,20150917104534,09,152,113,32,7
19203253,7900619,5,20150910133712,09,152,113,32,7
69938340,7900619,4,20150910132617,09,152,113,32,7
34776074,7900619,5,20150910104702,09,152,113,32,7
93201491,882154,3,20170908200111,09,88,48,32,7
32220572,882154,4,20170916111424,09,88,48,32,7
93814475,882154,3,20170904234704,09,88,48,32,7
47918577,882154,3,20170818094210,08,88,48,32,7
75780321,882154,3,20170621193921,06,88,48,32,7
69873476,882154,4,20170301134545,03,88,48,32,7
38366609,882154,3,20170130223351,01,88,48,32,7
82774539,882154,4,20161109181627,11,88,48,32,7
19702329,882154,3,20160815114301,08,88,48,32,7
65324505,882154,4,20160807131048,08,88,48,32,7
50874310,882154,3,20160729163618,07,88,48,32,7
53271190,882154,1,20160728005223,07,88,48,32,7
93044542,882154,5,20160616162704,06,88,48,32,7
93102250,882154,3,20160517111041,05,88,48,32,7
82478566,882154,3,20160504083338,05,88,48,32,7
113215,5429548,4,20170510104144,05,26,20,4,2
58113986,5429548,4,20161103154313,11,26,20,4,2
19199774,5429548,4,20170703113522,07,26,20,4,2
717952,5429548,4,20170421234334,04,26,20,4,2
50572648,5429548,4,20170207110512,02,26,20,4,2
33824188,5429548,5,20170104151245,01,26,20,4,2
92341786,5429548,3,20161217063558,12,26,20,4,2
30423168,5429548,5,20160920112206,09,26,20,4,2
17611824,5429548,3,20160216155143,02,26,20,4,2
17336604,5429548,5,20150916070905,09,26,20,4,2
79983930,5429548,5,20150913124018,09,26,20,4,2
587403,5429548,5,20140816185251,08,26,20,4,2
17371764,5429548,4,20140614141734,06,26,20,4,2
41039044,5429548,5,20140612231604,06,26,20,4,2
19205406,5429548,4,20140522161340,05,26,20,4,2
91659947,7900619,3,20160101184618,01,152,113,32,7
57197974,7900619,4,20151118103114,11,152,113,32,7
51719256,7900619,5,20150630104540,06,152,113,32,7
93027865,7900619,1,20151230112422,12,152,113,32,7
92905541,7900619,3,20151218163303,12,152,113,32,7
899293,7900619,5,20151218075620,12,152,113,32,7
63128166,7900619,5,20151215201303,12,152,113,32,7
819105,7900619,3,20151215143715,12,152,113,32,7
10223480,7900619,3,20151215072510,12,152,113,32,7
17473712,7900619,3,20151212143343,12,152,113,32,7
91610079,7900619,3,20151209090042,12,152,113,32,7
51638113,7900619,4,20151206182707,12,152,113,32,7
46935126,7900619,5,20151204092327,12,152,113,32,7
59293123,7900619,4,20151203120010,12,152,113,32,7
34791560,7900619,2,20151120131740,11,152,113,32,7
50572648,5438625,5,20170207110754,02,6,4,1,1
347646,5438625,4,20160619111707,06,6,4,1,1
46924640,5438625,4,20160506090100,05,6,4,1,1
92724225,5438625,3,20151205013614,12,6,4,1,1
37950446,5438625,2,20151023191826,10,6,4,1,1
17179679,5438625,4,20151012091443,10,6,4,1,1
83644659,5439268,3,20131201180521,12,38,25,9,4
30165155,5439268,4,20131129115113,11,38,25,9,4
549940,5439268,5,20131125160435,11,38,25,9,4
19313695,5439268,4,20131120081007,11,38,25,9,4
66885918,5439268,5,20131114190805,11,38,25,9,4
51811822,5439268,4,20131108170345,11,38,25,9,4
77394413,5439268,4,20131103004834,11,38,25,9,4
19887561,5439268,4,20131022162741,10,38,25,9,4
263128,19235,4,20120220063716,02,63,39,19,5
184801,19235,5,20110815023702,08,63,39,19,5
138222,19235,5,20110506122305,05,63,39,19,5
61186573,5439268,3,20140822150647,08,38,25,9,4
430511,5439268,4,20140822150019,08,38,25,9,4
19043671,5439268,3,20140822144936,08,38,25,9,4
33164956,5439268,5,20140822135129,08,38,25,9,4
77877568,5439268,4,20140822113443,08,38,25,9,4
17450462,5439268,1,20140821164431,08,38,25,9,4
50473920,5439268,3,20140805184618,08,38,25,9,4
17489153,5439268,5,20140616225504,06,38,25,9,4
39369818,5439268,5,20140510154856,05,38,25,9,4
73750140,5439268,5,20140504090255,05,38,25,9,4
82478566,5439268,2,20140421014738,04,38,25,9,4
19553083,5439268,5,20140312202016,03,38,25,9,4
4132787,5439268,3,20140219111630,02,38,25,9,4
77607750,5439268,5,20140213100707,02,38,25,9,4
44284508,5439268,5,20131205001407,12,38,25,9,4
17117666,19235,5,20140626124848,06,63,39,19,5
54581667,19235,4,20140623144936,06,63,39,19,5
33321359,19235,3,20140620095002,06,63,39,19,5
17734056,19235,4,20140616173829,06,63,39,19,5
43469532,19235,3,20140611143624,06,63,39,19,5
855165,19235,5,20140521094903,05,63,39,19,5
17700340,19235,5,20140511163846,05,63,39,19,5
62081102,19235,5,20140429203321,04,63,39,19,5
17487179,19235,2,20131222100354,12,63,39,19,5
5396404,19235,3,20131215123321,12,63,39,19,5
51360296,19235,1,20131211190531,12,63,39,19,5
5011619,19235,4,20131203094524,12,63,39,19,5
5104825,19235,4,20130507132241,05,63,39,19,5
5018311,19235,3,20130507124756,05,63,39,19,5
5235991,19235,4,20130506152004,05,63,39,19,5
74267586,7900619,4,20170114132507,01,152,113,32,7
88415220,7900619,4,20170911170600,09,152,113,32,7
93953659,7900619,5,20161215105239,12,152,113,32,7
93793362,7900619,4,20161206163853,12,152,113,32,7
91672464,7900619,3,20161123155533,11,152,113,32,7
87705614,7900619,5,20161107144808,11,152,113,32,7
19398796,7900619,4,20160818151623,08,152,113,32,7
75300853,7900619,4,20160803202106,08,152,113,32,7
93044542,7900619,5,20160616163531,06,152,113,32,7
68706316,7900619,5,20160504194705,05,152,113,32,7
82223415,7900619,5,20160420214031,04,152,113,32,7
45031855,7900619,3,20160413203712,04,152,113,32,7
92608181,7900619,3,20160410085220,04,152,113,32,7
48512606,7900619,4,20160406110526,04,152,113,32,7
74284578,7900619,4,20160130205246,01,152,113,32,7
71196672,8081626,5,20151103153152,11,44,33,10,1
17602333,8081626,5,20151027182345,10,44,33,10,1
67326084,8081626,5,20151019085054,10,44,33,10,1
79558682,8081626,5,20151016163326,10,44,33,10,1
81286324,8081626,3,20151010150412,10,44,33,10,1
58807649,8081626,4,20150829001728,08,44,33,10,1
35848564,8081626,3,20150825121757,08,44,33,10,1
72217296,8081626,3,20150816114701,08,44,33,10,1
30022167,8081626,4,20150806160230,08,44,33,10,1
51895487,8081626,3,20150726214741,07,44,33,10,1
34371327,8081626,5,20150306163236,03,44,33,10,1
47303066,8081626,4,20150303163931,03,44,33,10,1
19024978,8081626,5,20140926173538,09,44,33,10,1
17487179,8081626,5,20140926172425,09,44,33,10,1
63160311,19235,4,20141023081248,10,63,39,19,5
73147196,19235,4,20140924154727,09,63,39,19,5
88590900,19235,5,20140918141024,09,63,39,19,5
725345,19235,4,20140906000512,09,63,39,19,5
54996189,19235,5,20140902170409,09,63,39,19,5
62935680,19235,4,20140813110331,08,63,39,19,5
5436776,19235,4,20140813100101,08,63,39,19,5
57625683,19235,3,20140812153236,08,63,39,19,5
5319306,19235,4,20140812151957,08,63,39,19,5
84618389,19235,4,20140812145918,08,63,39,19,5
38894210,19235,3,20140812132003,08,63,39,19,5
19354600,19235,3,20140804212454,08,63,39,19,5
19484799,19235,5,20140729163343,07,63,39,19,5
554407,19235,4,20140715125358,07,63,39,19,5
60794278,19235,3,20140711162027,07,63,39,19,5
78065230,5439268,3,20170820105257,08,38,25,9,4
35310619,5439268,4,20160923165837,09,38,25,9,4
57941387,5439268,3,20160611113853,06,38,25,9,4
72614919,5439268,2,20160229095553,02,38,25,9,4
92857356,5439268,4,20160117203814,01,38,25,9,4
5521536,5439268,5,20151204021505,12,38,25,9,4
52188446,5439268,3,20151230124921,12,38,25,9,4
91640367,5439268,4,20151227195458,12,38,25,9,4
92866242,5439268,4,20151223204909,12,38,25,9,4
91617963,5439268,3,20151214112314,12,38,25,9,4
36759789,5439268,5,20150616102420,06,38,25,9,4
82858214,5439268,5,20150219221759,02,38,25,9,4
72221225,5439268,4,20150219214323,02,38,25,9,4
73452121,5439268,5,20141218110352,12,38,25,9,4
36896032,5439268,1,20141129075120,11,38,25,9,4
50221968,5437590,3,20131114164413,11,179,101,63,15
84645381,5437590,4,20131114120250,11,179,101,63,15
17483146,5437590,4,20131114113102,11,179,101,63,15
19954482,5437590,5,20131023115909,10,179,101,63,15
19887561,5437590,3,20131022155328,10,179,101,63,15
19203346,5437590,3,20131022105509,10,179,101,63,15
17435619,5437590,5,20131019072320,10,179,101,63,15
36446496,5437590,3,20131018014358,10,179,101,63,15
329685,5437590,1,20131016112227,10,179,101,63,15
10745549,5437590,3,20131016093005,10,179,101,63,15
19930977,5437590,1,20131014223258,10,179,101,63,15
582685,5437590,3,20131014204648,10,179,101,63,15
85189939,5437590,5,20131014192320,10,179,101,63,15
38217665,5437590,3,20130830145736,08,179,101,63,15
90330248,8081626,5,20160515235012,05,44,33,10,1
90115472,8081626,4,20160515171614,05,44,33,10,1
247109,8081626,5,20160515152101,05,44,33,10,1
326816,8081626,3,20160417194001,04,44,33,10,1
30448327,8081626,4,20160408233134,04,44,33,10,1
83734680,8081626,5,20160407090129,04,44,33,10,1
73378937,8081626,2,20160331002856,03,44,33,10,1
69281636,8081626,5,20160308001402,03,44,33,10,1
304901,8081626,5,20160208184230,02,44,33,10,1
64854124,8081626,3,20160131203258,01,44,33,10,1
667293,8081626,4,20160119201814,01,44,33,10,1
48746161,8081626,5,20151227003355,12,44,33,10,1
90115323,8081626,5,20151218225529,12,44,33,10,1
92516709,8081626,5,20151130154327,11,44,33,10,1
91557173,8081626,3,20151106070344,11,44,33,10,1
55190121,6583842,3,20170814163452,08,10,3,0,0
86917917,6583842,3,20160226123610,02,10,3,0,0
45279243,6583842,5,20151130195948,11,10,3,0,0
75543612,6583842,4,20151011150717,10,10,3,0,0
36759789,6583842,5,20150616102137,06,10,3,0,0
32773399,6583842,5,20150613141619,06,10,3,0,0
42485995,6583842,3,20150112152924,01,10,3,0,0
53451055,6583842,4,20141227190732,12,10,3,0,0
71318879,6583842,4,20141118100712,11,10,3,0,0
19840658,6583842,5,20141028100032,10,10,3,0,0
72045660,19235,4,20150830122645,08,63,39,19,5
67296102,19235,4,20150824153926,08,63,39,19,5
5188202,19235,3,20150812140741,08,63,39,19,5
69493799,19235,4,20150812130555,08,63,39,19,5
30670797,19235,3,20150809184607,08,63,39,19,5
41608243,19235,2,20150809065205,08,63,39,19,5
1105321,19235,4,20150807201314,08,63,39,19,5
33936233,19235,3,20150804181951,08,63,39,19,5
56493803,19235,3,20150729112011,07,63,39,19,5
36759789,19235,5,20150616102405,06,63,39,19,5
90509052,19235,4,20150614130527,06,63,39,19,5
17587617,19235,5,20150507181421,05,63,39,19,5
69613663,19235,3,20150111113708,01,63,39,19,5
85900786,19235,3,20141028091401,10,63,39,19,5
62639641,19235,4,20141026073251,10,63,39,19,5
752740,5437590,3,20131129172209,11,179,101,63,15
17498772,5437590,5,20131129104301,11,179,101,63,15
10255078,5437590,4,20131128095705,11,179,101,63,15
10255078,5437590,3,20131128094053,11,179,101,63,15
17179679,5437590,3,20131128081849,11,179,101,63,15
89990577,5437590,3,20131128001827,11,179,101,63,15
857497,5437590,5,20131127220819,11,179,101,63,15
4026283,5437590,1,20131126181526,11,179,101,63,15
555330,5437590,5,20131126125420,11,179,101,63,15
77592989,5437590,5,20131126084152,11,179,101,63,15
770147,5437590,4,20131125170801,11,179,101,63,15
57209437,5437590,5,20131123213929,11,179,101,63,15
19191398,5437590,3,20131123151229,11,179,101,63,15
46221031,5437590,4,20131121222845,11,179,101,63,15
64970686,5437590,1,20131120134350,11,179,101,63,15
94082370,8081626,4,20170904104808,09,44,33,10,1
61814499,8081626,4,20170818151815,08,44,33,10,1
38075698,8081626,3,20170703160245,07,44,33,10,1
1383397363,8081626,3,20170609100922,06,44,33,10,1
76083947,8081626,4,20170607135729,06,44,33,10,1
53407135,8081626,4,20170527222414,05,44,33,10,1
69873476,8081626,4,20170301134712,03,44,33,10,1
57727670,8081626,4,20161229094714,12,44,33,10,1
93793362,8081626,3,20161215134557,12,44,33,10,1
82774539,8081626,4,20161109181508,11,44,33,10,1
13081795,8081626,4,20160804202303,08,44,33,10,1
54963106,8081626,5,20160719235620,07,44,33,10,1
56933918,8081626,4,20160622225610,06,44,33,10,1
41011267,8081626,4,20160516021007,05,44,33,10,1
82451346,8081626,5,20160516011411,05,44,33,10,1
17450462,934421,3,20140625050841,06,41,30,10,1
19116177,934421,4,20140621230502,06,41,30,10,1
72217296,934421,4,20140620093743,06,41,30,10,1
39440870,934421,4,20140613101605,06,41,30,10,1
19867468,934421,4,20140611111230,06,41,30,10,1
73680187,934421,5,20140518112259,05,41,30,10,1
75499583,934421,5,20140403115208,04,41,30,10,1
48312755,934421,5,20140214103010,02,41,30,10,1
79840162,934421,4,20131114182532,11,41,30,10,1
65304920,934421,5,20131016083732,10,41,30,10,1
19143224,934421,5,20140614201601,06,41,30,10,1
10647032,19235,3,20170819094526,08,63,39,19,5
45867656,19235,5,20170716092349,07,63,39,19,5
60622216,19235,5,20170205192838,02,63,39,19,5
32307882,19235,3,20161206141823,12,63,39,19,5
59836378,19235,2,20161003061303,10,63,39,19,5
93509079,19235,2,20160628000023,06,63,39,19,5
93173876,19235,5,20160604131604,06,63,39,19,5
71254272,19235,3,20160501184046,05,63,39,19,5
53294015,19235,3,20160217112956,02,63,39,19,5
93131840,19235,5,20160105143019,01,63,39,19,5
90325736,19235,4,20151209232402,12,63,39,19,5
84160659,19235,3,20151102211353,11,63,39,19,5
53616213,19235,5,20151025090158,10,63,39,19,5
46722755,19235,4,20151015183020,10,63,39,19,5
43974402,19235,5,20150916161859,09,63,39,19,5
39813882,6329909,5,20141029230826,10,73,55,12,6
19050453,6329909,3,20140909143103,09,73,55,12,6
67893573,6329909,5,20140826164123,08,73,55,12,6
19575473,6329909,5,20140802234457,08,73,55,12,6
396583,6329909,4,20140703135126,07,73,55,12,6
855165,6329909,4,20140516153155,05,73,55,12,6
19191398,6329909,5,20131213093314,12,73,55,12,6
435256,6329909,4,20131205163520,12,73,55,12,6
438791,6329909,4,20131116091213,11,73,55,12,6
72186862,6329909,5,20131109193357,11,73,55,12,6
695914,6329909,5,20131108124401,11,73,55,12,6
1053116,6329909,5,20131024115052,10,73,55,12,6
152668,6329909,1,20130913081742,09,73,55,12,6
