@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC

@DATA
597471,11641,5,20131201100554
19299585,11641,5,20131115164105
428393,11641,5,20120506101627
251396,11641,5,20120204025427
112376,11641,3,20110926102302
42439355,6628781,5,20141007174402
44804209,6628781,5,20140926121152
45814569,6628781,4,20140924091728
9439551,6628781,4,20140923114322
19431442,6628781,5,20140923090651
84760973,6628781,5,20140826081144
712073,6628781,4,20140806151134
19308685,6628781,4,20140804153918
35142214,6628781,4,20140804100421
17103381,6628781,5,20140801180333
17192267,6628781,4,20140801154251
5218004,6628781,4,20140801104718
19968349,6628781,4,20140731154814
82552054,6628781,4,20140731112836
103764,6628781,5,20140731112512
19066164,10081,4,20150112154131
86058979,10081,4,20141031201308
17653632,10081,3,20141005205110
74108459,10081,5,20140928105927
43100316,10081,1,20140901172526
71909503,10081,4,20140814165412
69863424,10081,4,20140813140511
17109370,10081,4,20140807165629
72147146,10081,4,20140728152450
73909605,10081,4,20140527202838
66861021,10081,3,20140504113322
10147928,10081,4,20140226180658
17487179,10081,2,20131222093354
19299585,10081,5,20131115164111
68113778,10081,3,20130906140401
57172578,5439818,4,20170908124543
45397307,5439818,4,20160814215020
266064,5439818,3,20160320092518
79831905,5439818,4,20150929162507
17128128,5439818,5,20150615224619
10284509,18596,5,20131020180415
5177289,18596,5,20131020120026
17103395,18596,4,20131019160552
77567735,18596,4,20131017113226
19349718,18596,5,20131017004230
268979,18596,5,20131016233932
17069160,18596,4,20131016092304
339590,18596,4,20131015151629
19054042,18596,4,20131015141311
17303238,18596,4,20131015101506
17340445,18596,4,20131015082211
17304333,18596,3,20131014223906
85043693,18596,5,20131014221428
814051,18596,4,20130830155853
5544062,18596,5,20130809001303
70482746,24850,4,20140807153820
68189073,24850,4,20140807143315
412405,24850,4,20140807140502
910413,24850,4,20140807140148
38329709,24850,5,20140807112234
5690440,24850,4,20140807105742
17501420,24850,4,20140807104505
55079726,24850,4,20140807102319
5119526,24850,4,20140806182022
17340445,24850,5,20140806180622
5446042,24850,4,20140806175555
17126000,24850,4,20140806162221
42183352,24850,4,20140806161554
5641634,24850,4,20140806161431
19057861,24850,5,20140806160549
76951469,11641,5,20151004234422
67172054,11641,4,20150827164004
17674683,11641,4,20150827160901
232306,11641,3,20150805152050
33484853,11641,5,20150403074437
775631,11641,3,20150128094856
74108459,11641,5,20140928105910
32875215,11641,4,20140812091228
19167628,11641,4,20140806162728
712073,11641,4,20140806150549
693893,11641,4,20140806121043
19263945,11641,4,20140806112029
5289297,11641,4,20140805180301
17115466,11641,5,20140805154306
67988923,11641,4,20140805114304
365875,6628781,4,20150827124532
32572251,6628781,5,20150826111941
88230947,6628781,5,20150824171438
66960236,6628781,5,20150820104341
84708821,6628781,4,20150805151244
34508654,6628781,3,20150713180315
53824230,6628781,5,20150708213009
82392189,6628781,5,20150419174115
71498966,6628781,4,20150401204237
56350102,6628781,5,20150325131250
17342346,6628781,4,20150107111002
89689875,6628781,1,20141027203723
924589,6628781,4,20141020150931
89689875,6628781,1,20141019142957
86058979,6628781,4,20141014111948
1129228,10081,5,20161023131038
943493,10081,3,20160801075716
31286476,10081,3,20160713091310
89491479,10081,4,20160624083941
92868800,10081,4,20160112094445
91544019,10081,3,20151112152141
91553409,10081,5,20151108101327
19594695,10081,4,20151022190457
46616625,10081,5,20151013223820
205526,10081,5,20150827115455
34893078,10081,5,20150826100623
45279243,10081,5,20150521110944
58113986,10081,5,20150401174940
63390766,10081,4,20150305123220
52814314,10081,3,20150127124351
64802903,24850,1,20140831222448
19491946,24850,3,20140830211358
36442103,24850,2,20140829153344
48781974,24850,5,20140829130934
52456519,24850,5,20140827141628
85982490,24850,3,20140825092329
76156359,24850,4,20140821144148
5421111,24850,1,20140815173744
5052771,24850,4,20140815160718
39604399,24850,4,20140813175744
69863424,24850,3,20140813140424
