@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE commentCount NUMERIC
@ATTRIBUTE greatComment NUMERIC
@ATTRIBUTE goodComment NUMERIC
@ATTRIBUTE badComment NUMERIC

@DATA
17374199,882154,5,20140728101653,88,48,32,7
10240389,882154,3,20140726095916,88,48,32,7
17658201,882154,5,20140717165621,88,48,32,7
67535465,7900619,3,20140901155957,152,113,32,7
52576710,7900619,4,20140822193142,152,113,32,7
36281389,7900619,4,20140822102621,152,113,32,7
587403,7900619,3,20140818101914,152,113,32,7
17297059,7900619,5,20140812112117,152,113,32,7
90029721,7900619,5,20140804151120,152,113,32,7
83683458,7900619,5,20140731104336,152,113,32,7
939227,7900619,4,20140727205941,152,113,32,7
52666344,7900619,5,20140725125558,152,113,32,7
37076884,7900619,5,20140707154836,152,113,32,7
43069673,7900619,5,20140628210440,152,113,32,7
739287,7900619,2,20140625002407,152,113,32,7
48089716,7900619,4,20140616125410,152,113,32,7
19083211,7900619,3,20140609105341,152,113,32,7
35790884,7900619,4,20140527142321,152,113,32,7
927538,882154,3,20150809204118,88,48,32,7
49623999,882154,3,20150805001412,88,48,32,7
54483776,882154,3,20150729095415,88,48,32,7
36759789,882154,5,20150616101655,88,48,32,7
17224276,882154,4,20150609015707,88,48,32,7
90115323,882154,5,20150505235310,88,48,32,7
1385476500,882154,5,20150420202851,88,48,32,7
89815846,882154,3,20150406223850,88,48,32,7
58813115,882154,3,20150404155134,88,48,32,7
59356254,882154,4,20150310154803,88,48,32,7
710037,882154,5,20150302090657,88,48,32,7
31984744,882154,3,20150224091647,88,48,32,7
42106862,882154,4,20150206131718,88,48,32,7
553001,882154,4,20150114104225,88,48,32,7
364868,882154,3,20150106213521,88,48,32,7
85346623,9033765,1,20170805230459,24,14,3,8
63945255,9033765,1,20170804114525,24,14,3,8
46134329,9033765,1,20170616050455,24,14,3,8
5260697,9033765,4,20170302164648,24,14,3,8
5517678,9033765,5,20170901100558,24,14,3,8
85554465,9033765,4,20170813195122,24,14,3,8
5148322,9033765,1,20170805185529,24,14,3,8
5606415,9033765,5,20170731195458,24,14,3,8
88653982,9033765,1,20170629095339,24,14,3,8
75427849,9033765,4,20170125153226,24,14,3,8
37730719,9033765,1,20170115173628,24,14,3,8
33410508,9033765,5,20161223180856,24,14,3,8
63221833,9033765,1,20161007120925,24,14,3,8
64665009,9033765,5,20160911130508,24,14,3,8
93126362,9033765,3,20160828184826,24,14,3,8
17089746,5438654,5,20140304213518,16,15,1,0
30090484,7925427,3,20160427234146,8,1,7,1
40884383,7925427,3,20150929110033,8,1,7,1
68226330,7925427,3,20150921140658,8,1,7,1
62632430,7925427,3,20150822010558,8,1,7,1
48262917,7925427,3,20150810163628,8,1,7,1
75063435,7925427,3,20150507212929,8,1,7,1
57816645,7925427,5,20140831073145,8,1,7,1
19338802,7925427,3,20140822133100,8,1,7,1
87269511,7900619,4,20150525202428,152,113,32,7
86921328,7900619,3,20150316123349,152,113,32,7
35758270,7900619,5,20150210230552,152,113,32,7
83084459,7900619,4,20150206085856,152,113,32,7
43974402,7900619,5,20150119103349,152,113,32,7
66944167,7900619,5,20150118150311,152,113,32,7
50257914,7900619,4,20141229110439,152,113,32,7
89513539,7900619,5,20141224104349,152,113,32,7
82680859,7900619,5,20141201135918,152,113,32,7
82034884,7900619,5,20141130195423,152,113,32,7
60398453,7900619,5,20141125131501,152,113,32,7
65035792,7900619,5,20141109152208,152,113,32,7
36663779,7900619,4,20141031000150,152,113,32,7
71722033,7900619,5,20141024200954,152,113,32,7
39164466,7900619,4,20140925122052,152,113,32,7
66716514,882154,2,20151105213613,88,48,32,7
66441144,882154,3,20151028112608,88,48,32,7
91461705,882154,5,20151022210005,88,48,32,7
17459344,882154,5,20151016163420,88,48,32,7
72261354,882154,5,20151015115402,88,48,32,7
59682099,882154,4,20150929173004,88,48,32,7
17460966,882154,4,20150922130309,88,48,32,7
57727670,882154,4,20150913095410,88,48,32,7
64005679,882154,3,20150829185656,88,48,32,7
5556565,882154,5,20150827142426,88,48,32,7
39845602,882154,3,20150826102336,88,48,32,7
55202325,882154,5,20150822102250,88,48,32,7
84365595,882154,5,20150821085815,88,48,32,7
43992553,882154,3,20150817221507,88,48,32,7
74308733,882154,5,20150812185855,88,48,32,7
64557049,7900619,4,20150906090657,152,113,32,7
32027439,7900619,3,20150902222937,152,113,32,7
90475469,7900619,4,20150828102211,152,113,32,7
70185211,7900619,5,20150826075142,152,113,32,7
78539843,7900619,4,20150819101952,152,113,32,7
58181166,7900619,3,20150813113039,152,113,32,7
13002777,7900619,4,20150811125312,152,113,32,7
5128290,7900619,5,20150809180311,152,113,32,7
87842863,7900619,3,20150808141203,152,113,32,7
44964196,7900619,4,20150725081126,152,113,32,7
48422064,7900619,4,20150713150858,152,113,32,7
71983294,7900619,4,20150711103938,152,113,32,7
5148411,7900619,4,20150617132434,152,113,32,7
532842,7900619,5,20150612125219,152,113,32,7
39377816,7900619,3,20150605141751,152,113,32,7
94059532,5438654,5,20170615233141,16,15,1,0
89811568,5438654,4,20160907101139,16,15,1,0
70833090,5438654,5,20160522113454,16,15,1,0
92056148,5438654,5,20160411102011,16,15,1,0
266064,5438654,3,20160304080917,16,15,1,0
646104,5438654,4,20151217110743,16,15,1,0
73910484,5438654,5,20150819112336,16,15,1,0
50891966,5438654,4,20150604080425,16,15,1,0
89327496,5438654,4,20150528151351,16,15,1,0
19055882,5438654,4,20140903132728,16,15,1,0
277422,5438654,4,20140614150733,16,15,1,0
41039044,5438654,5,20140612230136,16,15,1,0
16005983,5438654,5,20140507113036,16,15,1,0
42194661,5438654,5,20140502235951,16,15,1,0
44346443,5438654,5,20140410101438,16,15,1,0
60108329,882154,1,20160503145556,88,48,32,7
92998014,882154,2,20160427103422,88,48,32,7
247109,882154,5,20160421103645,88,48,32,7
31742939,882154,5,20160420144722,88,48,32,7
82451346,882154,4,20160414211600,88,48,32,7
70992406,882154,5,20160404141416,88,48,32,7
266064,882154,3,20160322140920,88,48,32,7
50891966,882154,4,20160319181350,88,48,32,7
70035012,882154,4,20160310111832,88,48,32,7
92934694,882154,4,20160310093652,88,48,32,7
68938784,882154,3,20160217231325,88,48,32,7
17236981,882154,4,20160216151229,88,48,32,7
51719256,882154,5,20150630105855,88,48,32,7
41011267,882154,5,20151219224749,88,48,32,7
59758796,882154,3,20151127000825,88,48,32,7
19184685,5429548,5,20140518105741,26,20,4,2
16005983,5429548,5,20140507113026,26,20,4,2
39162470,5429548,4,20131204133719,26,20,4,2
61596267,5429548,3,20131201234004,26,20,4,2
39898072,5429548,2,20131129145039,26,20,4,2
30740216,5429548,4,20131128233500,26,20,4,2
17483146,5429548,5,20131112150543,26,20,4,2
79740933,5429548,4,20131019153041,26,20,4,2
19673110,5429548,3,20131018221658,26,20,4,2
61606777,5429548,2,20131017155646,26,20,4,2
19513229,5429548,4,20131015213654,26,20,4,2
180497,7900619,4,20151117095820,152,113,32,7
70099074,7900619,5,20151030073807,152,113,32,7
49913469,7900619,3,20151028160314,152,113,32,7
17534632,7900619,3,20151026171137,152,113,32,7
66507763,7900619,4,20151020172825,152,113,32,7
646104,7900619,5,20151016202006,152,113,32,7
60668533,7900619,4,20151016192309,152,113,32,7
48696480,7900619,3,20151001123242,152,113,32,7
38057506,7900619,5,20150930124324,152,113,32,7
74667840,7900619,4,20150925150104,152,113,32,7
85737125,7900619,3,20150921162704,152,113,32,7
52565054,7900619,5,20150917104534,152,113,32,7
19203253,7900619,5,20150910133712,152,113,32,7
69938340,7900619,4,20150910132617,152,113,32,7
34776074,7900619,5,20150910104702,152,113,32,7
93201491,882154,3,20170908200111,88,48,32,7
32220572,882154,4,20170916111424,88,48,32,7
93814475,882154,3,20170904234704,88,48,32,7
47918577,882154,3,20170818094210,88,48,32,7
75780321,882154,3,20170621193921,88,48,32,7
69873476,882154,4,20170301134545,88,48,32,7
38366609,882154,3,20170130223351,88,48,32,7
82774539,882154,4,20161109181627,88,48,32,7
19702329,882154,3,20160815114301,88,48,32,7
65324505,882154,4,20160807131048,88,48,32,7
50874310,882154,3,20160729163618,88,48,32,7
53271190,882154,1,20160728005223,88,48,32,7
93044542,882154,5,20160616162704,88,48,32,7
93102250,882154,3,20160517111041,88,48,32,7
82478566,882154,3,20160504083338,88,48,32,7
113215,5429548,4,20170510104144,26,20,4,2
58113986,5429548,4,20161103154313,26,20,4,2
19199774,5429548,4,20170703113522,26,20,4,2
717952,5429548,4,20170421234334,26,20,4,2
50572648,5429548,4,20170207110512,26,20,4,2
33824188,5429548,5,20170104151245,26,20,4,2
92341786,5429548,3,20161217063558,26,20,4,2
30423168,5429548,5,20160920112206,26,20,4,2
17611824,5429548,3,20160216155143,26,20,4,2
17336604,5429548,5,20150916070905,26,20,4,2
79983930,5429548,5,20150913124018,26,20,4,2
587403,5429548,5,20140816185251,26,20,4,2
17371764,5429548,4,20140614141734,26,20,4,2
41039044,5429548,5,20140612231604,26,20,4,2
19205406,5429548,4,20140522161340,26,20,4,2
91659947,7900619,3,20160101184618,152,113,32,7
57197974,7900619,4,20151118103114,152,113,32,7
51719256,7900619,5,20150630104540,152,113,32,7
93027865,7900619,1,20151230112422,152,113,32,7
92905541,7900619,3,20151218163303,152,113,32,7
899293,7900619,5,20151218075620,152,113,32,7
63128166,7900619,5,20151215201303,152,113,32,7
819105,7900619,3,20151215143715,152,113,32,7
10223480,7900619,3,20151215072510,152,113,32,7
17473712,7900619,3,20151212143343,152,113,32,7
91610079,7900619,3,20151209090042,152,113,32,7
51638113,7900619,4,20151206182707,152,113,32,7
46935126,7900619,5,20151204092327,152,113,32,7
59293123,7900619,4,20151203120010,152,113,32,7
34791560,7900619,2,20151120131740,152,113,32,7
50572648,5438625,5,20170207110754,6,4,1,1
347646,5438625,4,20160619111707,6,4,1,1
46924640,5438625,4,20160506090100,6,4,1,1
92724225,5438625,3,20151205013614,6,4,1,1
37950446,5438625,2,20151023191826,6,4,1,1
17179679,5438625,4,20151012091443,6,4,1,1
83644659,5439268,3,20131201180521,38,25,9,4
30165155,5439268,4,20131129115113,38,25,9,4
549940,5439268,5,20131125160435,38,25,9,4
19313695,5439268,4,20131120081007,38,25,9,4
66885918,5439268,5,20131114190805,38,25,9,4
51811822,5439268,4,20131108170345,38,25,9,4
77394413,5439268,4,20131103004834,38,25,9,4
19887561,5439268,4,20131022162741,38,25,9,4
263128,19235,4,20120220063716,63,39,19,5
184801,19235,5,20110815023702,63,39,19,5
138222,19235,5,20110506122305,63,39,19,5
61186573,5439268,3,20140822150647,38,25,9,4
430511,5439268,4,20140822150019,38,25,9,4
19043671,5439268,3,20140822144936,38,25,9,4
33164956,5439268,5,20140822135129,38,25,9,4
77877568,5439268,4,20140822113443,38,25,9,4
17450462,5439268,1,20140821164431,38,25,9,4
50473920,5439268,3,20140805184618,38,25,9,4
17489153,5439268,5,20140616225504,38,25,9,4
39369818,5439268,5,20140510154856,38,25,9,4
73750140,5439268,5,20140504090255,38,25,9,4
82478566,5439268,2,20140421014738,38,25,9,4
19553083,5439268,5,20140312202016,38,25,9,4
4132787,5439268,3,20140219111630,38,25,9,4
77607750,5439268,5,20140213100707,38,25,9,4
44284508,5439268,5,20131205001407,38,25,9,4
17117666,19235,5,20140626124848,63,39,19,5
54581667,19235,4,20140623144936,63,39,19,5
33321359,19235,3,20140620095002,63,39,19,5
17734056,19235,4,20140616173829,63,39,19,5
43469532,19235,3,20140611143624,63,39,19,5
855165,19235,5,20140521094903,63,39,19,5
17700340,19235,5,20140511163846,63,39,19,5
62081102,19235,5,20140429203321,63,39,19,5
17487179,19235,2,20131222100354,63,39,19,5
5396404,19235,3,20131215123321,63,39,19,5
51360296,19235,1,20131211190531,63,39,19,5
5011619,19235,4,20131203094524,63,39,19,5
5104825,19235,4,20130507132241,63,39,19,5
5018311,19235,3,20130507124756,63,39,19,5
5235991,19235,4,20130506152004,63,39,19,5
74267586,7900619,4,20170114132507,152,113,32,7
88415220,7900619,4,20170911170600,152,113,32,7
93953659,7900619,5,20161215105239,152,113,32,7
93793362,7900619,4,20161206163853,152,113,32,7
91672464,7900619,3,20161123155533,152,113,32,7
87705614,7900619,5,20161107144808,152,113,32,7
19398796,7900619,4,20160818151623,152,113,32,7
75300853,7900619,4,20160803202106,152,113,32,7
93044542,7900619,5,20160616163531,152,113,32,7
68706316,7900619,5,20160504194705,152,113,32,7
82223415,7900619,5,20160420214031,152,113,32,7
45031855,7900619,3,20160413203712,152,113,32,7
92608181,7900619,3,20160410085220,152,113,32,7
48512606,7900619,4,20160406110526,152,113,32,7
74284578,7900619,4,20160130205246,152,113,32,7
71196672,8081626,5,20151103153152,44,33,10,1
17602333,8081626,5,20151027182345,44,33,10,1
67326084,8081626,5,20151019085054,44,33,10,1
79558682,8081626,5,20151016163326,44,33,10,1
81286324,8081626,3,20151010150412,44,33,10,1
58807649,8081626,4,20150829001728,44,33,10,1
35848564,8081626,3,20150825121757,44,33,10,1
72217296,8081626,3,20150816114701,44,33,10,1
30022167,8081626,4,20150806160230,44,33,10,1
51895487,8081626,3,20150726214741,44,33,10,1
34371327,8081626,5,20150306163236,44,33,10,1
47303066,8081626,4,20150303163931,44,33,10,1
19024978,8081626,5,20140926173538,44,33,10,1
17487179,8081626,5,20140926172425,44,33,10,1
63160311,19235,4,20141023081248,63,39,19,5
73147196,19235,4,20140924154727,63,39,19,5
88590900,19235,5,20140918141024,63,39,19,5
725345,19235,4,20140906000512,63,39,19,5
54996189,19235,5,20140902170409,63,39,19,5
62935680,19235,4,20140813110331,63,39,19,5
5436776,19235,4,20140813100101,63,39,19,5
57625683,19235,3,20140812153236,63,39,19,5
5319306,19235,4,20140812151957,63,39,19,5
84618389,19235,4,20140812145918,63,39,19,5
38894210,19235,3,20140812132003,63,39,19,5
19354600,19235,3,20140804212454,63,39,19,5
19484799,19235,5,20140729163343,63,39,19,5
554407,19235,4,20140715125358,63,39,19,5
60794278,19235,3,20140711162027,63,39,19,5
78065230,5439268,3,20170820105257,38,25,9,4
35310619,5439268,4,20160923165837,38,25,9,4
57941387,5439268,3,20160611113853,38,25,9,4
72614919,5439268,2,20160229095553,38,25,9,4
92857356,5439268,4,20160117203814,38,25,9,4
5521536,5439268,5,20151204021505,38,25,9,4
52188446,5439268,3,20151230124921,38,25,9,4
91640367,5439268,4,20151227195458,38,25,9,4
92866242,5439268,4,20151223204909,38,25,9,4
91617963,5439268,3,20151214112314,38,25,9,4
36759789,5439268,5,20150616102420,38,25,9,4
82858214,5439268,5,20150219221759,38,25,9,4
72221225,5439268,4,20150219214323,38,25,9,4
73452121,5439268,5,20141218110352,38,25,9,4
36896032,5439268,1,20141129075120,38,25,9,4
50221968,5437590,3,20131114164413,179,101,63,15
84645381,5437590,4,20131114120250,179,101,63,15
17483146,5437590,4,20131114113102,179,101,63,15
19954482,5437590,5,20131023115909,179,101,63,15
19887561,5437590,3,20131022155328,179,101,63,15
19203346,5437590,3,20131022105509,179,101,63,15
17435619,5437590,5,20131019072320,179,101,63,15
36446496,5437590,3,20131018014358,179,101,63,15
329685,5437590,1,20131016112227,179,101,63,15
10745549,5437590,3,20131016093005,179,101,63,15
19930977,5437590,1,20131014223258,179,101,63,15
582685,5437590,3,20131014204648,179,101,63,15
85189939,5437590,5,20131014192320,179,101,63,15
38217665,5437590,3,20130830145736,179,101,63,15
90330248,8081626,5,20160515235012,44,33,10,1
90115472,8081626,4,20160515171614,44,33,10,1
247109,8081626,5,20160515152101,44,33,10,1
326816,8081626,3,20160417194001,44,33,10,1
30448327,8081626,4,20160408233134,44,33,10,1
83734680,8081626,5,20160407090129,44,33,10,1
73378937,8081626,2,20160331002856,44,33,10,1
69281636,8081626,5,20160308001402,44,33,10,1
304901,8081626,5,20160208184230,44,33,10,1
64854124,8081626,3,20160131203258,44,33,10,1
667293,8081626,4,20160119201814,44,33,10,1
48746161,8081626,5,20151227003355,44,33,10,1
90115323,8081626,5,20151218225529,44,33,10,1
92516709,8081626,5,20151130154327,44,33,10,1
91557173,8081626,3,20151106070344,44,33,10,1
55190121,6583842,3,20170814163452,10,3,0,0
86917917,6583842,3,20160226123610,10,3,0,0
45279243,6583842,5,20151130195948,10,3,0,0
75543612,6583842,4,20151011150717,10,3,0,0
36759789,6583842,5,20150616102137,10,3,0,0
32773399,6583842,5,20150613141619,10,3,0,0
42485995,6583842,3,20150112152924,10,3,0,0
53451055,6583842,4,20141227190732,10,3,0,0
71318879,6583842,4,20141118100712,10,3,0,0
19840658,6583842,5,20141028100032,10,3,0,0
72045660,19235,4,20150830122645,63,39,19,5
67296102,19235,4,20150824153926,63,39,19,5
5188202,19235,3,20150812140741,63,39,19,5
69493799,19235,4,20150812130555,63,39,19,5
30670797,19235,3,20150809184607,63,39,19,5
41608243,19235,2,20150809065205,63,39,19,5
1105321,19235,4,20150807201314,63,39,19,5
33936233,19235,3,20150804181951,63,39,19,5
56493803,19235,3,20150729112011,63,39,19,5
36759789,19235,5,20150616102405,63,39,19,5
90509052,19235,4,20150614130527,63,39,19,5
17587617,19235,5,20150507181421,63,39,19,5
69613663,19235,3,20150111113708,63,39,19,5
85900786,19235,3,20141028091401,63,39,19,5
62639641,19235,4,20141026073251,63,39,19,5
752740,5437590,3,20131129172209,179,101,63,15
17498772,5437590,5,20131129104301,179,101,63,15
10255078,5437590,4,20131128095705,179,101,63,15
10255078,5437590,3,20131128094053,179,101,63,15
17179679,5437590,3,20131128081849,179,101,63,15
89990577,5437590,3,20131128001827,179,101,63,15
857497,5437590,5,20131127220819,179,101,63,15
4026283,5437590,1,20131126181526,179,101,63,15
555330,5437590,5,20131126125420,179,101,63,15
77592989,5437590,5,20131126084152,179,101,63,15
770147,5437590,4,20131125170801,179,101,63,15
57209437,5437590,5,20131123213929,179,101,63,15
19191398,5437590,3,20131123151229,179,101,63,15
46221031,5437590,4,20131121222845,179,101,63,15
64970686,5437590,1,20131120134350,179,101,63,15
94082370,8081626,4,20170904104808,44,33,10,1
61814499,8081626,4,20170818151815,44,33,10,1
38075698,8081626,3,20170703160245,44,33,10,1
1383397363,8081626,3,20170609100922,44,33,10,1
76083947,8081626,4,20170607135729,44,33,10,1
53407135,8081626,4,20170527222414,44,33,10,1
69873476,8081626,4,20170301134712,44,33,10,1
57727670,8081626,4,20161229094714,44,33,10,1
93793362,8081626,3,20161215134557,44,33,10,1
82774539,8081626,4,20161109181508,44,33,10,1
13081795,8081626,4,20160804202303,44,33,10,1
54963106,8081626,5,20160719235620,44,33,10,1
56933918,8081626,4,20160622225610,44,33,10,1
41011267,8081626,4,20160516021007,44,33,10,1
82451346,8081626,5,20160516011411,44,33,10,1
17450462,934421,3,20140625050841,41,30,10,1
19116177,934421,4,20140621230502,41,30,10,1
72217296,934421,4,20140620093743,41,30,10,1
39440870,934421,4,20140613101605,41,30,10,1
19867468,934421,4,20140611111230,41,30,10,1
73680187,934421,5,20140518112259,41,30,10,1
75499583,934421,5,20140403115208,41,30,10,1
48312755,934421,5,20140214103010,41,30,10,1
79840162,934421,4,20131114182532,41,30,10,1
65304920,934421,5,20131016083732,41,30,10,1
19143224,934421,5,20140614201601,41,30,10,1
10647032,19235,3,20170819094526,63,39,19,5
45867656,19235,5,20170716092349,63,39,19,5
60622216,19235,5,20170205192838,63,39,19,5
32307882,19235,3,20161206141823,63,39,19,5
59836378,19235,2,20161003061303,63,39,19,5
93509079,19235,2,20160628000023,63,39,19,5
93173876,19235,5,20160604131604,63,39,19,5
71254272,19235,3,20160501184046,63,39,19,5
53294015,19235,3,20160217112956,63,39,19,5
93131840,19235,5,20160105143019,63,39,19,5
90325736,19235,4,20151209232402,63,39,19,5
84160659,19235,3,20151102211353,63,39,19,5
53616213,19235,5,20151025090158,63,39,19,5
46722755,19235,4,20151015183020,63,39,19,5
43974402,19235,5,20150916161859,63,39,19,5
39813882,6329909,5,20141029230826,73,55,12,6
19050453,6329909,3,20140909143103,73,55,12,6
67893573,6329909,5,20140826164123,73,55,12,6
19575473,6329909,5,20140802234457,73,55,12,6
396583,6329909,4,20140703135126,73,55,12,6
855165,6329909,4,20140516153155,73,55,12,6
19191398,6329909,5,20131213093314,73,55,12,6
435256,6329909,4,20131205163520,73,55,12,6
438791,6329909,4,20131116091213,73,55,12,6
72186862,6329909,5,20131109193357,73,55,12,6
695914,6329909,5,20131108124401,73,55,12,6
1053116,6329909,5,20131024115052,73,55,12,6
152668,6329909,1,20130913081742,73,55,12,6
49623999,5437590,4,20140224165010,179,101,63,15
76413826,5437590,5,20140209225751,179,101,63,15
71781062,5437590,4,20140205234821,179,101,63,15
64397620,5437590,3,20140202211127,179,101,63,15
888517,5437590,3,20140202120508,179,101,63,15
17624647,5437590,4,20140123155931,179,101,63,15
369050,5437590,2,20140102112040,179,101,63,15
82478566,5437590,4,20131228235335,179,101,63,15
194819,5437590,5,20131226184334,179,101,63,15
10182328,5437590,5,20131220232039,179,101,63,15
44463221,5437590,5,20131217193347,179,101,63,15
17304310,5437590,2,20131212161153,179,101,63,15
50740165,5437590,3,20131207124239,179,101,63,15
46935126,5437590,3,20131203144711,179,101,63,15
44284508,5437590,4,20131201003033,179,101,63,15
957684,934421,3,20150918175228,41,30,10,1
46300995,934421,3,20150823125805,41,30,10,1
30839388,934421,5,20150819174956,41,30,10,1
5133714,934421,3,20150806133800,41,30,10,1
5627400,934421,5,20150623151844,41,30,10,1
17465675,934421,4,20150617225620,41,30,10,1
76279411,934421,4,20150610121926,41,30,10,1
35955494,934421,4,20141031133401,41,30,10,1
85840874,934421,5,20141008092657,41,30,10,1
81928271,934421,3,20140928014004,41,30,10,1
64490794,934421,4,20140906202545,41,30,10,1
50473920,934421,3,20140902203839,41,30,10,1
17450462,934421,3,20140725175610,41,30,10,1
84139345,934421,4,20140714115551,41,30,10,1
17450462,934421,3,20140625052231,41,30,10,1
66791356,5437590,5,20140518103635,179,101,63,15
61949464,5437590,3,20140505184018,179,101,63,15
31979453,5437590,4,20140504181225,179,101,63,15
13001179,5437590,4,20140426144709,179,101,63,15
46259312,5437590,3,20140425104831,179,101,63,15
17307548,5437590,5,20140424145429,179,101,63,15
56113394,5437590,3,20140420164818,179,101,63,15
17761196,5437590,4,20140411155613,179,101,63,15
83638683,5437590,3,20140404004818,179,101,63,15
75445904,5437590,5,20140402091220,179,101,63,15
33615023,5437590,3,20140318232037,179,101,63,15
13022435,5437590,3,20140311130807,179,101,63,15
5451212,5437590,3,20140305203235,179,101,63,15
19678204,5437590,4,20140225123709,179,101,63,15
863057,5437590,5,20140224214044,179,101,63,15
57623748,6329909,3,20150803101945,73,55,12,6
13083871,6329909,5,20150725175744,73,55,12,6
